date,type,year,avg_price,size,nb_sold
12/6/2015,organic,2015,1.52,large,212582.74
11/29/2015,organic,2015,1.5,large,208733.32
11/22/2015,organic,2015,1.49,large,249686.75
11/15/2015,organic,2015,1.6,large,225216.4
11/8/2015,organic,2015,1.54,large,249160.89
11/1/2015,organic,2015,1.47,large,262559.59
10/25/2015,organic,2015,1.62,large,244222.97
10/18/2015,organic,2015,1.71,large,224038.49
10/11/2015,organic,2015,1.69,large,230653.61
10/4/2015,organic,2015,1.72,large,269237.06
9/27/2015,organic,2015,1.75,large,238175.26
9/20/2015,organic,2015,1.77,large,244950.88
9/13/2015,organic,2015,1.8,large,251786.63
9/6/2015,organic,2015,1.78,large,271784.99
8/30/2015,organic,2015,1.66,large,325442.96
8/23/2015,organic,2015,1.72,large,298092.6
8/16/2015,organic,2015,1.75,large,310229.77
8/9/2015,organic,2015,1,large,269330
8/2/2015,organic,2015,1,large,263359
7/26/2015,organic,2015,1,large,266249
7/19/2015,organic,2015,1,large,317728
7/12/2015,organic,2015,1,large,267353
7/5/2015,organic,2015,1,large,304597
6/28/2015,organic,2015,1.64,large,332739.27
6/21/2015,organic,2015,1.66,large,304368.47
6/14/2015,organic,2015,1.68,large,278912.22
6/7/2015,organic,2015,1.67,large,264482.87
5/31/2015,organic,2015,1.58,large,333300.63
5/24/2015,organic,2015,1.59,large,293553.99
5/17/2015,organic,2015,1.5,large,312193.09
5/10/2015,organic,2015,1.42,large,349907.52
5/3/2015,organic,2015,1.37,large,380650.64
4/26/2015,organic,2015,1.45,large,379382.1
4/19/2015,organic,2015,1.59,large,301783.5
4/12/2015,organic,2015,1.53,large,428607.3
4/5/2015,organic,2015,1.63,large,275595.72
3/29/2015,organic,2015,1.6,large,324919.62
3/22/2015,organic,2015,1.49,large,320353.82
3/15/2015,organic,2015,1.5,large,258475.58
3/8/2015,organic,2015,1.49,large,327972.28
3/1/2015,organic,2015,1.4,large,275458.57
2/22/2015,organic,2015,1.51,large,230342.87
2/15/2015,organic,2015,1.58,large,228653.33
2/8/2015,organic,2015,1.48,large,273897.84
2/1/2015,organic,2015,1.36,large,259286.44
1/25/2015,organic,2015,1.53,large,212312.02
1/18/2015,organic,2015,1.42,large,311811.01
1/11/2015,organic,2015,1.42,large,260971.6
1/4/2015,organic,2015,1.46,large,216611.2
12/25/2016,organic,2016,1.34,large,250138.66
12/18/2016,organic,2016,1.43,large,248598.14
12/11/2016,organic,2016,1.42,large,248303.87
12/4/2016,organic,2016,1.56,large,242055.86
11/27/2016,organic,2016,1.64,large,198874.09
11/20/2016,organic,2016,1.63,large,233518.72
11/13/2016,organic,2016,1.7,large,257268.83
11/6/2016,organic,2016,1.68,large,266018.89
10/30/2016,organic,2016,1.93,large,279842.5
10/23/2016,organic,2016,1.63,large,241758.21
10/16/2016,organic,2016,1.5,large,243788.95
10/9/2016,organic,2016,1.52,large,266687.47
10/2/2016,organic,2016,1.71,large,272293.48
9/25/2016,organic,2016,1.69,large,272553.74
9/18/2016,organic,2016,1.67,large,266648.5
9/11/2016,organic,2016,1.52,large,334671.53
9/4/2016,organic,2016,1.54,large,344378.75
8/28/2016,organic,2016,1.49,large,316907.28
8/21/2016,organic,2016,1.51,large,308314.91
8/14/2016,organic,2016,1.48,large,341463.72
8/7/2016,organic,2016,1.55,large,332421.63
7/31/2016,organic,2016,1.58,large,328942.12
7/24/2016,organic,2016,1.65,large,343780.56
7/17/2016,organic,2016,1.63,large,359772.18
7/10/2016,organic,2016,1.51,large,355101.22
7/3/2016,organic,2016,1.47,large,381527.15
6/26/2016,organic,2016,1.5,large,391129.07
6/19/2016,organic,2016,1.45,large,445194.49
6/12/2016,organic,2016,1.45,large,403561.49
6/5/2016,organic,2016,1.43,large,410451.71
5/29/2016,organic,2016,1.41,large,468311.32
5/22/2016,organic,2016,1.36,large,455336.56
5/15/2016,organic,2016,1.45,large,437584.52
5/8/2016,organic,2016,1.3,large,443777.31
5/1/2016,organic,2016,1.28,large,484383.87
4/24/2016,organic,2016,1.25,large,524511.95
4/17/2016,organic,2016,1.38,large,388081.34
4/10/2016,organic,2016,1.26,large,400281.85
4/3/2016,organic,2016,1.44,large,371845.6
3/27/2016,organic,2016,1.44,large,338194.18
3/20/2016,organic,2016,1.27,large,352698.21
3/13/2016,organic,2016,1.29,large,346341.46
3/6/2016,organic,2016,1.28,large,351951.65
2/28/2016,organic,2016,1.44,large,347488.78
2/21/2016,organic,2016,1.45,large,281188.89
2/14/2016,organic,2016,1.37,large,306235.69
2/7/2016,organic,2016,1.44,large,290813.54
1/31/2016,organic,2016,1.43,large,269687.52
1/24/2016,organic,2016,1.41,large,270980.88
1/17/2016,organic,2016,1.44,large,266824.72
1/10/2016,organic,2016,1.35,large,287590.19
1/3/2016,organic,2016,1.43,large,246580.95
12/31/2017,organic,2017,1.52,large,248123.56
12/24/2017,organic,2017,1.64,large,247166.08
12/17/2017,organic,2017,1.57,large,248498.73
12/10/2017,organic,2017,1.54,large,258003.98
12/3/2017,organic,2017,1.62,large,269450.85
11/26/2017,organic,2017,1.72,large,204612.15
11/19/2017,organic,2017,1.77,large,213230.36
11/12/2017,organic,2017,1.81,large,217612.9
11/5/2017,organic,2017,1.82,large,244925.18
10/29/2017,organic,2017,1.84,large,218858.34
10/22/2017,organic,2017,1.82,large,229689.25
10/15/2017,organic,2017,1.85,large,218881.54
10/8/2017,organic,2017,1.9,large,231652.64
10/1/2017,organic,2017,1.95,large,230053.24
9/24/2017,organic,2017,1.94,large,237876.77
9/17/2017,organic,2017,2,large,243233.57
9/10/2017,organic,2017,2.03,large,249231.14
9/3/2017,organic,2017,2.06,large,256920.07
8/27/2017,organic,2017,2.09,large,250861.84
8/20/2017,organic,2017,1.96,large,262747.8
8/13/2017,organic,2017,1.88,large,230106.14
8/6/2017,organic,2017,1.83,large,236015.15
7/30/2017,organic,2017,1.78,large,270534.58
7/23/2017,organic,2017,1.76,large,317184.04
7/16/2017,organic,2017,1.78,large,311432.79
7/9/2017,organic,2017,1.71,large,333458.24
7/2/2017,organic,2017,1.74,large,360890.48
6/25/2017,organic,2017,1.77,large,341073.87
6/18/2017,organic,2017,1.71,large,442594.36
6/11/2017,organic,2017,1.56,large,339777.07
6/4/2017,organic,2017,1.64,large,387057.95
5/28/2017,organic,2017,1.69,large,357431.2
5/21/2017,organic,2017,1.71,large,351498.5
5/14/2017,organic,2017,1.55,large,339920.6
5/7/2017,organic,2017,1.57,large,386288.18
4/30/2017,organic,2017,1.68,large,421709.78
4/23/2017,organic,2017,1.61,large,347557.13
4/16/2017,organic,2017,1.49,large,437947.67
4/9/2017,organic,2017,1.43,large,362152.44
4/2/2017,organic,2017,1.42,large,430841.87
3/26/2017,organic,2017,1.29,large,355541.13
3/19/2017,organic,2017,1.5,large,411359.03
3/12/2017,organic,2017,1.38,large,330081.75
3/5/2017,organic,2017,1.16,large,374220.48
2/26/2017,organic,2017,1.21,large,368526.18
2/19/2017,organic,2017,1.31,large,632101.53
2/12/2017,organic,2017,1.41,large,297764.4
2/5/2017,organic,2017,1.36,large,314011.26
1/29/2017,organic,2017,1.43,large,292584.44
1/22/2017,organic,2017,1.37,large,281786.33
1/15/2017,organic,2017,1.44,large,280287.84
1/8/2017,organic,2017,1.43,large,283532.68
1/1/2017,organic,2017,1.48,large,273329.61
3/25/2018,organic,2018,1.55,large,342853.1
3/18/2018,organic,2018,1.54,large,444949.69
3/11/2018,organic,2018,1.52,large,408763.5
3/4/2018,organic,2018,1.52,large,390129.5
2/25/2018,organic,2018,1.57,large,340374.83
2/18/2018,organic,2018,1.52,large,680037.45
2/11/2018,organic,2018,1.56,large,270798.27
2/4/2018,organic,2018,1.53,large,287724.61
1/28/2018,organic,2018,1.61,large,280080.34
1/21/2018,organic,2018,1.63,large,259172.13
1/14/2018,organic,2018,1.59,large,323669.83
1/7/2018,organic,2018,1.51,large,296490.29
12/27/2015,conventional,2015,0.95,extra_large,1184340.09
12/20/2015,conventional,2015,0.98,extra_large,1201020.01
12/13/2015,conventional,2015,0.93,extra_large,1016163.17
12/6/2015,conventional,2015,0.89,extra_large,931830.63
11/29/2015,conventional,2015,0.99,extra_large,731008.41
11/22/2015,conventional,2015,0.96,extra_large,804662.83
11/15/2015,conventional,2015,0.92,extra_large,815641.54
11/8/2015,conventional,2015,0.97,extra_large,1143214.59
11/1/2015,conventional,2015,0.97,extra_large,1410928.18
10/25/2015,conventional,2015,1.04,extra_large,1188118.95
10/18/2015,conventional,2015,0.99,extra_large,1220251.19
10/11/2015,conventional,2015,1,extra_large,1614282.73
10/4/2015,conventional,2015,1.02,extra_large,1209045.07
9/27/2015,conventional,2015,1.03,extra_large,1061979.37
9/20/2015,conventional,2015,1.02,extra_large,1112405.42
9/13/2015,conventional,2015,1.03,extra_large,1118988.92
9/6/2015,conventional,2015,1.02,extra_large,1129771.19
8/30/2015,conventional,2015,1.07,extra_large,1060352.53
8/23/2015,conventional,2015,1.08,extra_large,909284.22
8/16/2015,conventional,2015,1.05,extra_large,1143364.58
8/9/2015,conventional,2015,1.05,extra_large,1014520.88
8/2/2015,conventional,2015,1.09,extra_large,984702.75
7/26/2015,conventional,2015,1.07,extra_large,1017157.74
7/19/2015,conventional,2015,1.07,extra_large,1154897.34
7/12/2015,conventional,2015,1.07,extra_large,980361.75
7/5/2015,conventional,2015,1.04,extra_large,1342465.95
6/28/2015,conventional,2015,1.06,extra_large,1045832.54
6/21/2015,conventional,2015,1.02,extra_large,1326422.56
6/14/2015,conventional,2015,0.98,extra_large,1085081.61
6/7/2015,conventional,2015,1,extra_large,1144715.95
5/31/2015,conventional,2015,1.03,extra_large,903908.35
5/24/2015,conventional,2015,1.04,extra_large,899779.92
5/17/2015,conventional,2015,1.06,extra_large,963549.53
5/10/2015,conventional,2015,1.02,extra_large,858145.45
5/3/2015,conventional,2015,0.96,extra_large,1118329.5
4/26/2015,conventional,2015,1.07,extra_large,889732.2
4/19/2015,conventional,2015,1.03,extra_large,1016631.26
4/12/2015,conventional,2015,1.02,extra_large,807942.41
4/5/2015,conventional,2015,1.06,extra_large,871981.29
3/29/2015,conventional,2015,1.04,extra_large,811272.88
3/22/2015,conventional,2015,1.01,extra_large,1066385.92
3/15/2015,conventional,2015,1.04,extra_large,871575.04
3/8/2015,conventional,2015,1.02,extra_large,834009.15
3/1/2015,conventional,2015,0.97,extra_large,1070576.07
2/22/2015,conventional,2015,1.02,extra_large,937138.85
2/15/2015,conventional,2015,1.03,extra_large,845653.52
2/8/2015,conventional,2015,0.95,extra_large,737939.45
2/1/2015,conventional,2015,0.89,extra_large,1381516.11
1/25/2015,conventional,2015,1.04,extra_large,768020.05
1/18/2015,conventional,2015,1.03,extra_large,831301.9
1/11/2015,conventional,2015,1.01,extra_large,866574.66
1/4/2015,conventional,2015,0.95,extra_large,844093.32
12/25/2016,conventional,2016,1,extra_large,541972.42
12/18/2016,conventional,2016,0.96,extra_large,427872.42
12/11/2016,conventional,2016,0.98,extra_large,403047.93
12/4/2016,conventional,2016,1,extra_large,428009.84
11/27/2016,conventional,2016,1.21,extra_large,344475.9
11/20/2016,conventional,2016,1.27,extra_large,407567.78
11/13/2016,conventional,2016,1.36,extra_large,477520.95
11/6/2016,conventional,2016,1.44,extra_large,505349.44
10/30/2016,conventional,2016,1.43,extra_large,453145.26
10/23/2016,conventional,2016,1.34,extra_large,452383.96
10/16/2016,conventional,2016,1.3,extra_large,447291.48
10/9/2016,conventional,2016,1.27,extra_large,490956.88
10/2/2016,conventional,2016,1.23,extra_large,490123.01
9/25/2016,conventional,2016,1.22,extra_large,492604.3
9/18/2016,conventional,2016,1.15,extra_large,486187.39
9/11/2016,conventional,2016,1.08,extra_large,512160.27
9/4/2016,conventional,2016,1.04,extra_large,540680.89
8/28/2016,conventional,2016,1.09,extra_large,563738.54
8/21/2016,conventional,2016,1.1,extra_large,609720.87
8/14/2016,conventional,2016,1.12,extra_large,749247.02
8/7/2016,conventional,2016,1.15,extra_large,754548.53
7/31/2016,conventional,2016,1.23,extra_large,783937.09
7/24/2016,conventional,2016,1.2,extra_large,947964.05
7/17/2016,conventional,2016,1.15,extra_large,953631.47
7/10/2016,conventional,2016,1.1,extra_large,1266433.97
7/3/2016,conventional,2016,1.06,extra_large,1761343.08
6/26/2016,conventional,2016,1.04,extra_large,1624942.43
6/19/2016,conventional,2016,1.02,extra_large,1642735.63
6/12/2016,conventional,2016,1.04,extra_large,1607344.08
6/5/2016,conventional,2016,0.97,extra_large,1770948.09
5/29/2016,conventional,2016,0.94,extra_large,1583495.93
5/22/2016,conventional,2016,0.93,extra_large,1640829.4
5/15/2016,conventional,2016,0.89,extra_large,1753852.61
5/8/2016,conventional,2016,0.82,extra_large,1993645.36
5/1/2016,conventional,2016,0.84,extra_large,1414364.49
4/24/2016,conventional,2016,0.87,extra_large,1599863.98
4/17/2016,conventional,2016,0.9,extra_large,1896149.5
4/10/2016,conventional,2016,0.9,extra_large,1666275.13
4/3/2016,conventional,2016,0.94,extra_large,1731910.48
3/27/2016,conventional,2016,0.94,extra_large,1880231.38
3/20/2016,conventional,2016,0.93,extra_large,1773088.87
3/13/2016,conventional,2016,0.93,extra_large,1800065.57
3/6/2016,conventional,2016,0.95,extra_large,1686475.33
2/28/2016,conventional,2016,0.91,extra_large,1560167.75
2/21/2016,conventional,2016,0.94,extra_large,1375260.47
2/14/2016,conventional,2016,0.88,extra_large,1811090.71
2/7/2016,conventional,2016,0.76,extra_large,2546439.11
1/31/2016,conventional,2016,0.93,extra_large,1643703.17
1/24/2016,conventional,2016,0.95,extra_large,1440380.36
1/17/2016,conventional,2016,0.94,extra_large,1419405.62
1/10/2016,conventional,2016,0.93,extra_large,1282612.91
1/3/2016,conventional,2016,0.86,extra_large,1560068.62
12/31/2017,conventional,2017,0.98,extra_large,644837.54
12/24/2017,conventional,2017,1.18,extra_large,546373.81
12/17/2017,conventional,2017,1.07,extra_large,574089.32
12/10/2017,conventional,2017,1.03,extra_large,398348.55
12/3/2017,conventional,2017,1.09,extra_large,583801
11/26/2017,conventional,2017,1.24,extra_large,379637
11/19/2017,conventional,2017,1.17,extra_large,416186
11/12/2017,conventional,2017,1.15,extra_large,416643
11/5/2017,conventional,2017,1.19,extra_large,400250.97
10/29/2017,conventional,2017,1.29,extra_large,424755.66
10/22/2017,conventional,2017,1.44,extra_large,409598.47
10/15/2017,conventional,2017,1.58,extra_large,392119.12
10/8/2017,conventional,2017,1.65,extra_large,391832.89
10/1/2017,conventional,2017,1.64,extra_large,384794.18
9/24/2017,conventional,2017,1.62,extra_large,385004.72
9/17/2017,conventional,2017,1.57,extra_large,417270.7
9/10/2017,conventional,2017,1.56,extra_large,487926.52
9/3/2017,conventional,2017,1.57,extra_large,541902.88
8/27/2017,conventional,2017,1.47,extra_large,517541.94
8/20/2017,conventional,2017,1.41,extra_large,581074.35
8/13/2017,conventional,2017,1.33,extra_large,624963.41
8/6/2017,conventional,2017,1.33,extra_large,665312.55
7/30/2017,conventional,2017,1.32,extra_large,596676.12
7/23/2017,conventional,2017,1.31,extra_large,612242.37
7/16/2017,conventional,2017,1.33,extra_large,756103.12
7/9/2017,conventional,2017,1.17,extra_large,821964.42
7/2/2017,conventional,2017,1.21,extra_large,859889.81
6/25/2017,conventional,2017,1.17,extra_large,655965.98
6/18/2017,conventional,2017,1.18,extra_large,807107.21
6/11/2017,conventional,2017,1.21,extra_large,648410.9
6/4/2017,conventional,2017,1.24,extra_large,667066.51
5/28/2017,conventional,2017,1.28,extra_large,673384.78
5/21/2017,conventional,2017,1.26,extra_large,621603.57
5/14/2017,conventional,2017,1.19,extra_large,652973.26
5/7/2017,conventional,2017,1.09,extra_large,863471.88
4/30/2017,conventional,2017,1.18,extra_large,667996.83
4/23/2017,conventional,2017,1.18,extra_large,613507.38
4/16/2017,conventional,2017,1.23,extra_large,650017.26
4/9/2017,conventional,2017,1.21,extra_large,647969.03
4/2/2017,conventional,2017,1.21,extra_large,624709.69
3/26/2017,conventional,2017,1.24,extra_large,611105.54
3/19/2017,conventional,2017,1.25,extra_large,638217.85
3/12/2017,conventional,2017,1.22,extra_large,727233.05
3/5/2017,conventional,2017,1.13,extra_large,795173.2
2/26/2017,conventional,2017,0.99,extra_large,896761.77
2/19/2017,conventional,2017,0.99,extra_large,832906.12
2/12/2017,conventional,2017,0.87,extra_large,862322.15
2/5/2017,conventional,2017,0.77,extra_large,1664383.09
1/29/2017,conventional,2017,0.96,extra_large,818727.02
1/22/2017,conventional,2017,0.94,extra_large,908616.41
1/15/2017,conventional,2017,0.98,extra_large,579346.52
1/8/2017,conventional,2017,0.99,extra_large,539068.39
1/1/2017,conventional,2017,0.89,extra_large,549844.57
3/25/2018,conventional,2018,1.03,extra_large,758801.12
3/18/2018,conventional,2018,1.05,extra_large,645380.85
3/11/2018,conventional,2018,1.09,extra_large,707578.82
3/4/2018,conventional,2018,1.07,extra_large,571747.72
2/25/2018,conventional,2018,1.06,extra_large,724330.16
2/18/2018,conventional,2018,1.08,extra_large,552969.73
2/11/2018,conventional,2018,0.97,extra_large,652856.58
2/4/2018,conventional,2018,0.87,extra_large,1066830.22
1/28/2018,conventional,2018,1.09,extra_large,575974.74
1/21/2018,conventional,2018,1.08,extra_large,928815.12
1/14/2018,conventional,2018,1.2,extra_large,652808.4
1/7/2018,conventional,2018,1.13,extra_large,677714.86
12/27/2015,organic,2015,1.52,extra_large,5836.04
12/20/2015,organic,2015,1.53,extra_large,8733.11
12/13/2015,organic,2015,1.43,extra_large,11645.54
12/6/2015,organic,2015,1.52,extra_large,4066.09
11/29/2015,organic,2015,1.5,extra_large,3749.48
11/22/2015,organic,2015,1.49,extra_large,3686.28
11/15/2015,organic,2015,1.6,extra_large,3599.71
11/8/2015,organic,2015,1.54,extra_large,4458.45
11/1/2015,organic,2015,1.47,extra_large,6583.03
10/25/2015,organic,2015,1.62,extra_large,6181.13
10/18/2015,organic,2015,1.71,extra_large,5199.73
10/11/2015,organic,2015,1.69,extra_large,4792.06
10/4/2015,organic,2015,1.72,extra_large,4093.2
9/27/2015,organic,2015,1.75,extra_large,4546.66
9/20/2015,organic,2015,1.77,extra_large,4880.83
9/13/2015,organic,2015,1.8,extra_large,5154.23
9/6/2015,organic,2015,1.78,extra_large,5890.57
8/30/2015,organic,2015,1.66,extra_large,5569.76
8/23/2015,organic,2015,1.72,extra_large,5985.12
8/16/2015,organic,2015,1.75,extra_large,6215.26
8/9/2015,organic,2015,1,extra_large,6905
8/2/2015,organic,2015,1,extra_large,5115
7/26/2015,organic,2015,1,extra_large,4391
7/19/2015,organic,2015,1,extra_large,4758
7/12/2015,organic,2015,1,extra_large,5093
7/5/2015,organic,2015,1,extra_large,6251
6/28/2015,organic,2015,1.64,extra_large,5956.87
6/21/2015,organic,2015,1.66,extra_large,6264.36
6/14/2015,organic,2015,1.68,extra_large,6901.71
6/7/2015,organic,2015,1.67,extra_large,6286.15
5/31/2015,organic,2015,1.58,extra_large,6835.09
5/24/2015,organic,2015,1.59,extra_large,6911.26
5/17/2015,organic,2015,1.5,extra_large,22024.09
5/10/2015,organic,2015,1.42,extra_large,6213.47
5/3/2015,organic,2015,1.37,extra_large,8951.77
4/26/2015,organic,2015,1.45,extra_large,6150.07
4/19/2015,organic,2015,1.59,extra_large,6465.74
4/12/2015,organic,2015,1.53,extra_large,6179.48
4/5/2015,organic,2015,1.63,extra_large,6434.88
3/29/2015,organic,2015,1.6,extra_large,5794.39
3/22/2015,organic,2015,1.49,extra_large,5290.59
3/15/2015,organic,2015,1.5,extra_large,5308.79
3/8/2015,organic,2015,1.49,extra_large,5658.7
3/1/2015,organic,2015,1.4,extra_large,5556.02
2/22/2015,organic,2015,1.51,extra_large,4883.55
2/15/2015,organic,2015,1.58,extra_large,4950.01
2/8/2015,organic,2015,1.48,extra_large,5316.55
2/1/2015,organic,2015,1.36,extra_large,5852.28
1/25/2015,organic,2015,1.53,extra_large,4753.87
1/18/2015,organic,2015,1.42,extra_large,4020.85
1/11/2015,organic,2015,1.42,extra_large,3830.42
1/4/2015,organic,2015,1.46,extra_large,4370.99
12/25/2016,organic,2016,1.34,extra_large,3415.27
12/18/2016,organic,2016,1.43,extra_large,4926.76
12/11/2016,organic,2016,1.42,extra_large,6116.44
12/4/2016,organic,2016,1.56,extra_large,2918.28
11/27/2016,organic,2016,1.64,extra_large,3381.69
11/20/2016,organic,2016,1.63,extra_large,3847.05
11/13/2016,organic,2016,1.7,extra_large,3669.98
11/6/2016,organic,2016,1.68,extra_large,5049.63
10/30/2016,organic,2016,1.93,extra_large,5661.78
10/23/2016,organic,2016,1.63,extra_large,4363.02
10/16/2016,organic,2016,1.5,extra_large,4732.27
10/9/2016,organic,2016,1.52,extra_large,5103.42
10/2/2016,organic,2016,1.71,extra_large,4904.25
9/25/2016,organic,2016,1.69,extra_large,4407.75
9/18/2016,organic,2016,1.67,extra_large,4597.27
9/11/2016,organic,2016,1.52,extra_large,3481.85
9/4/2016,organic,2016,1.54,extra_large,4653.04
8/28/2016,organic,2016,1.49,extra_large,5110.77
8/21/2016,organic,2016,1.51,extra_large,5831.02
8/14/2016,organic,2016,1.48,extra_large,10231.17
8/7/2016,organic,2016,1.55,extra_large,10707.18
7/31/2016,organic,2016,1.58,extra_large,9035.27
7/24/2016,organic,2016,1.65,extra_large,8612.44
7/17/2016,organic,2016,1.63,extra_large,9957.61
7/10/2016,organic,2016,1.51,extra_large,12180.53
7/3/2016,organic,2016,1.47,extra_large,11897.11
6/26/2016,organic,2016,1.5,extra_large,6763.46
6/19/2016,organic,2016,1.45,extra_large,12052.84
6/12/2016,organic,2016,1.45,extra_large,8626.89
6/5/2016,organic,2016,1.43,extra_large,7817.11
5/29/2016,organic,2016,1.41,extra_large,13698.09
5/22/2016,organic,2016,1.36,extra_large,15807.85
5/15/2016,organic,2016,1.45,extra_large,8120.53
5/8/2016,organic,2016,1.3,extra_large,26765.78
5/1/2016,organic,2016,1.28,extra_large,22276.6
4/24/2016,organic,2016,1.25,extra_large,8687.81
4/17/2016,organic,2016,1.38,extra_large,7878.94
4/10/2016,organic,2016,1.26,extra_large,12154.73
4/3/2016,organic,2016,1.44,extra_large,8628.68
3/27/2016,organic,2016,1.44,extra_large,7738.95
3/20/2016,organic,2016,1.27,extra_large,9425.64
3/13/2016,organic,2016,1.29,extra_large,6709.65
3/6/2016,organic,2016,1.28,extra_large,5698.2
2/28/2016,organic,2016,1.44,extra_large,10423.3
2/21/2016,organic,2016,1.45,extra_large,8629.03
2/14/2016,organic,2016,1.37,extra_large,6955.69
2/7/2016,organic,2016,1.44,extra_large,8028.75
1/31/2016,organic,2016,1.43,extra_large,5515.91
1/24/2016,organic,2016,1.41,extra_large,12933.97
1/17/2016,organic,2016,1.44,extra_large,13106.29
1/10/2016,organic,2016,1.35,extra_large,8771.79
1/3/2016,organic,2016,1.43,extra_large,7749.4
12/31/2017,organic,2017,1.52,extra_large,1279.48
12/24/2017,organic,2017,1.64,extra_large,1143.57
12/17/2017,organic,2017,1.57,extra_large,982.45
12/10/2017,organic,2017,1.54,extra_large,1003.84
12/3/2017,organic,2017,1.62,extra_large,1108.2
11/26/2017,organic,2017,1.72,extra_large,978.29
11/19/2017,organic,2017,1.77,extra_large,834.3
11/12/2017,organic,2017,1.81,extra_large,1074.64
11/5/2017,organic,2017,1.82,extra_large,1059.63
10/29/2017,organic,2017,1.84,extra_large,1150.03
10/22/2017,organic,2017,1.82,extra_large,1309.82
10/15/2017,organic,2017,1.85,extra_large,1369.62
10/8/2017,organic,2017,1.9,extra_large,1224.99
10/1/2017,organic,2017,1.95,extra_large,1966.94
9/24/2017,organic,2017,1.94,extra_large,1182.85
9/17/2017,organic,2017,2,extra_large,891.6
9/10/2017,organic,2017,2.03,extra_large,940.89
9/3/2017,organic,2017,2.06,extra_large,2256.96
8/27/2017,organic,2017,2.09,extra_large,2119.14
8/20/2017,organic,2017,1.96,extra_large,1154.19
8/13/2017,organic,2017,1.88,extra_large,1414.21
8/6/2017,organic,2017,1.83,extra_large,1552.51
7/30/2017,organic,2017,1.78,extra_large,2135.74
7/23/2017,organic,2017,1.76,extra_large,3700.92
7/16/2017,organic,2017,1.78,extra_large,4766.71
7/9/2017,organic,2017,1.71,extra_large,3424.69
7/2/2017,organic,2017,1.74,extra_large,3393.83
6/25/2017,organic,2017,1.77,extra_large,2613.51
6/18/2017,organic,2017,1.71,extra_large,2140.13
6/11/2017,organic,2017,1.56,extra_large,3623.46
6/4/2017,organic,2017,1.64,extra_large,2865.59
5/28/2017,organic,2017,1.69,extra_large,3195.15
5/21/2017,organic,2017,1.71,extra_large,4322.99
5/14/2017,organic,2017,1.55,extra_large,4618.45
5/7/2017,organic,2017,1.57,extra_large,4161.33
4/30/2017,organic,2017,1.68,extra_large,5187.46
4/23/2017,organic,2017,1.61,extra_large,3245.62
4/16/2017,organic,2017,1.49,extra_large,5096.43
4/9/2017,organic,2017,1.43,extra_large,8972.11
4/2/2017,organic,2017,1.42,extra_large,3767.76
3/26/2017,organic,2017,1.29,extra_large,3888.05
3/19/2017,organic,2017,1.5,extra_large,3304.62
3/12/2017,organic,2017,1.38,extra_large,3188.52
3/5/2017,organic,2017,1.16,extra_large,2542.94
2/26/2017,organic,2017,1.21,extra_large,3747.77
2/19/2017,organic,2017,1.31,extra_large,3295.09
2/12/2017,organic,2017,1.41,extra_large,3486.2
2/5/2017,organic,2017,1.36,extra_large,2238.78
1/29/2017,organic,2017,1.43,extra_large,3524.96
1/22/2017,organic,2017,1.37,extra_large,6707.82
1/15/2017,organic,2017,1.44,extra_large,8750.08
1/8/2017,organic,2017,1.43,extra_large,8697.35
1/1/2017,organic,2017,1.48,extra_large,4425.75
3/25/2018,organic,2018,1.55,extra_large,1070.24
3/18/2018,organic,2018,1.54,extra_large,1045.38
3/11/2018,organic,2018,1.52,extra_large,1401.87
3/4/2018,organic,2018,1.52,extra_large,1225.97
2/25/2018,organic,2018,1.57,extra_large,1063.32
2/18/2018,organic,2018,1.52,extra_large,1905.46
2/11/2018,organic,2018,1.56,extra_large,1839.8
2/4/2018,organic,2018,1.53,extra_large,1703.52
1/28/2018,organic,2018,1.61,extra_large,1270.61
1/21/2018,organic,2018,1.63,extra_large,1490.02
1/14/2018,organic,2018,1.59,extra_large,1580.01
1/7/2018,organic,2018,1.51,extra_large,1289.07
